Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	CheckM completeness	CheckM contamination
GCA_034545375.1	ASM3454537v1	Xanthomonas citri pv. citri		FL989						Scaffold	2023-12-22	JAWXPK01	3							Complete Genomics		
GCA_034548055.1	ASM3454805v1	Xanthomonas citri pv. citri		FL7846						Scaffold	2023-12-22	JAWXKG01	3							Complete Genomics		
GCA_034550535.1	ASM3455053v1	Xanthomonas citri pv. citri		FL1882						Scaffold	2023-12-22	JAWXFK01	3							Complete Genomics		
GCA_034548635.1	ASM3454863v1	Xanthomonas citri pv. citri		FL7217						Scaffold	2023-12-22	JAWXJB01	3							Complete Genomics		
GCA_034550555.1	ASM3455055v1	Xanthomonas citri pv. citri		FL1883						Scaffold	2023-12-22	JAWXFL01	3							Complete Genomics		
GCA_034548915.1	ASM3454891v1	Xanthomonas citri pv. citri		FL7013						Scaffold	2023-12-22	JAWXIO01	19							Complete Genomics		
GCA_034546955.1	ASM3454695v1	Xanthomonas citri pv. citri		FL9210						Scaffold	2023-12-22	JAWXMI01	3							Complete Genomics		
GCA_034547075.1	ASM3454707v1	Xanthomonas citri pv. citri		FL9192						Scaffold	2023-12-22	JAWXMD01	3							Complete Genomics		
GCA_034545095.1	ASM3454509v1	Xanthomonas citri pv. citri		FL9931						Scaffold	2023-12-22	JAWXPX01	4							Complete Genomics		
GCA_034547635.1	ASM3454763v1	Xanthomonas citri pv. citri		FL8039						Scaffold	2023-12-22	JAWXLA01	3							Complete Genomics		
GCA_034548775.1	ASM3454877v1	Xanthomonas citri pv. citri		FL7110						Scaffold	2023-12-22	JAWXIU01	3							Complete Genomics		
GCA_034545355.1	ASM3454535v1	Xanthomonas citri pv. citri		FL9870						Scaffold	2023-12-22	JAWXPI01	3							Complete Genomics		
GCA_034545515.1	ASM3454551v1	Xanthomonas citri pv. citri		FL9841						Scaffold	2023-12-22	JAWXPC01	3							Complete Genomics		
GCA_034548715.1	ASM3454871v1	Xanthomonas citri pv. citri		FL7121						Scaffold	2023-12-22	JAWXIX01	3							Complete Genomics		
GCA_034548395.1	ASM3454839v1	Xanthomonas citri pv. citri		FL7156						Scaffold	2023-12-22	JAWXIZ01	3							Complete Genomics		
GCA_034549075.1	ASM3454907v1	Xanthomonas citri pv. citri		FL6595						Scaffold	2023-12-22	JAWXIE01	3							Complete Genomics		
GCA_034547455.1	ASM3454745v1	Xanthomonas citri pv. citri		FL8634						Scaffold	2023-12-22	JAWXLJ01	3							Complete Genomics		
GCA_034549695.1	ASM3454969v1	Xanthomonas citri pv. citri		FL4950						Scaffold	2023-12-22	JAWXGY01	3							Complete Genomics		
GCA_034547415.1	ASM3454741v1	Xanthomonas citri pv. citri		FL8776						Scaffold	2023-12-22	JAWXLL01	3							Complete Genomics		
GCA_034546775.1	ASM3454677v1	Xanthomonas citri pv. citri		FL9291						Scaffold	2023-12-22	JAWXMT01	3							Complete Genomics		
GCA_034548835.1	ASM3454883v1	Xanthomonas citri pv. citri		FL7103						Scaffold	2023-12-22	JAWXIT01	17							Complete Genomics		
GCA_034546655.1	ASM3454665v1	Xanthomonas citri pv. citri		FL9302						Scaffold	2023-12-22	JAWXMX01	3							Complete Genomics		
GCA_034550875.1	ASM3455087v1	Xanthomonas citri pv. citri		FL1561						Scaffold	2023-12-22	JAWXET01	3							Complete Genomics		
GCA_034546895.1	ASM3454689v1	Xanthomonas citri pv. citri		FL9222						Scaffold	2023-12-22	JAWXML01	3							Complete Genomics		
GCA_034549595.1	ASM3454959v1	Xanthomonas citri pv. citri		FL6116						Scaffold	2023-12-22	JAWXHF01	4							Complete Genomics		
GCA_034546735.1	ASM3454673v1	Xanthomonas citri pv. citri		FL9275						Scaffold	2023-12-22	JAWXMR01	5							Complete Genomics		
GCA_034548255.1	ASM3454825v1	Xanthomonas citri pv. citri		FL7685						Scaffold	2023-12-22	JAWXJS01	4							Complete Genomics		
GCA_034548435.1	ASM3454843v1	Xanthomonas citri pv. citri		FL7807						Scaffold	2023-12-22	JAWXJY01	4							Complete Genomics		
GCA_034549335.1	ASM3454933v1	Xanthomonas citri pv. citri		FL6344						Scaffold	2023-12-22	JAWXHT01	4							Complete Genomics		
GCA_034550675.1	ASM3455067v1	Xanthomonas citri pv. citri		FL1822						Scaffold	2023-12-22	JAWXFF01	3							Complete Genomics		
GCA_034549755.1	ASM3454975v1	Xanthomonas citri pv. citri		FL4951						Scaffold	2023-12-22	JAWXGZ01	3							Complete Genomics		
GCA_034550355.1	ASM3455035v1	Xanthomonas citri pv. citri		FL1925						Scaffold	2023-12-22	JAWXFT01	3							Complete Genomics		
GCA_034550755.1	ASM3455075v1	Xanthomonas citri pv. citri		FL1654						Scaffold	2023-12-22	JAWXFA01	4							Complete Genomics		
GCA_034546695.1	ASM3454669v1	Xanthomonas citri pv. citri		FL9292						Scaffold	2023-12-22	JAWXMU01	3							Complete Genomics		
GCA_034549955.1	ASM3454995v1	Xanthomonas citri pv. citri		FL2920						Scaffold	2023-12-22	JAWXGN01	4							Complete Genomics		
GCA_014798805.1	ASM1479880v1	Xanthomonas citri pv. citri		LL068-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZR01								Illumina HiSeq4000		
GCF_014798805.1	ASM1479880v1	Xanthomonas citri pv. citri		LL068-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZR01								Illumina HiSeq4000		
GCA_034549375.1	ASM3454937v1	Xanthomonas citri pv. citri		FL6332						Scaffold	2023-12-22	JAWXHR01	5							Complete Genomics		
GCA_034545775.1	ASM3454577v1	Xanthomonas citri pv. citri		FL9799						Scaffold	2023-12-22	JAWXOR01	3							Complete Genomics		
GCA_034546915.1	ASM3454691v1	Xanthomonas citri pv. citri		FL9214						Scaffold	2023-12-22	JAWXMJ01	3							Complete Genomics		
GCA_034547855.1	ASM3454785v1	Xanthomonas citri pv. citri		FL7879						Scaffold	2023-12-22	JAWXKO01	3							Complete Genomics		
GCA_034549895.1	ASM3454989v1	Xanthomonas citri pv. citri		FL2969						Scaffold	2023-12-22	JAWXGP01	5							Complete Genomics		
GCA_034547135.1	ASM3454713v1	Xanthomonas citri pv. citri		FL9181						Scaffold	2023-12-22	JAWXLZ01	3							Complete Genomics		
GCA_014798715.1	ASM1479871v1	Xanthomonas citri pv. citri		LK130-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZX01								Illumina HiSeq4000		
GCF_014798715.1	ASM1479871v1	Xanthomonas citri pv. citri		LK130-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZX01								Illumina HiSeq4000		
GCA_034550295.1	ASM3455029v1	Xanthomonas citri pv. citri		FL1946						Scaffold	2023-12-22	JAWXFX01	4							Complete Genomics		
GCA_034550855.1	ASM3455085v1	Xanthomonas citri pv. citri		FL1565						Scaffold	2023-12-22	JAWXEU01	4							Complete Genomics		
GCA_014798525.1	ASM1479852v1	Xanthomonas citri pv. citri		LK136-08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAH01								Illumina HiSeq4000		
GCF_014798525.1	ASM1479852v1	Xanthomonas citri pv. citri		LK136-08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAH01								Illumina HiSeq4000		
GCA_014798755.1	ASM1479875v1	Xanthomonas citri pv. citri		LK130-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZU01								Illumina HiSeq4000		
GCF_014798755.1	ASM1479875v1	Xanthomonas citri pv. citri		LK130-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZU01								Illumina HiSeq4000		
GCA_014798645.1	ASM1479864v1	Xanthomonas citri pv. citri		LK131-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAA01								Illumina HiSeq4000		
GCF_014798645.1	ASM1479864v1	Xanthomonas citri pv. citri		LK131-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAA01								Illumina HiSeq4000		
GCA_014796395.1	ASM1479639v1	Xanthomonas citri pv. citri		LM088-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEO01								Illumina HiSeq4000		
GCF_014796395.1	ASM1479639v1	Xanthomonas citri pv. citri		LM088-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEO01								Illumina HiSeq4000		
GCA_014794595.1	ASM1479459v1	Xanthomonas citri pv. citri		LM095-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIH01								Illumina HiSeq4000		
GCF_014794595.1	ASM1479459v1	Xanthomonas citri pv. citri		LM095-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIH01								Illumina HiSeq4000		
GCA_014794705.1	ASM1479470v1	Xanthomonas citri pv. citri		LC046					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIA01								Illumina HiSeq4000		
GCF_014794705.1	ASM1479470v1	Xanthomonas citri pv. citri		LC046					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIA01								Illumina HiSeq4000		
GCA_014798585.1	ASM1479858v1	Xanthomonas citri pv. citri		LK132-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAB01								Illumina HiSeq4000		
GCF_014798585.1	ASM1479858v1	Xanthomonas citri pv. citri		LK132-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAB01								Illumina HiSeq4000		
GCA_014794605.1	ASM1479460v1	Xanthomonas citri pv. citri		LM095-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIG01								Illumina HiSeq4000		
GCF_014794605.1	ASM1479460v1	Xanthomonas citri pv. citri		LM095-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIG01								Illumina HiSeq4000		
GCA_014795085.1	ASM1479508v1	Xanthomonas citri pv. citri		LL096-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHG01								Illumina HiSeq4000		
GCF_014795085.1	ASM1479508v1	Xanthomonas citri pv. citri		LL096-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHG01								Illumina HiSeq4000		
GCA_014796285.1	ASM1479628v1	Xanthomonas citri pv. citri		LI070-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEU01								Illumina HiSeq4000		
GCF_014796285.1	ASM1479628v1	Xanthomonas citri pv. citri		LI070-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEU01								Illumina HiSeq4000		
GCA_014797825.1	ASM1479782v1	Xanthomonas citri pv. citri		LM053-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCB01								Illumina HiSeq4000		
GCF_014797825.1	ASM1479782v1	Xanthomonas citri pv. citri		LM053-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCB01								Illumina HiSeq4000		
GCA_014796235.1	ASM1479623v1	Xanthomonas citri pv. citri		LI070-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEV01								Illumina HiSeq4000		
GCF_014796235.1	ASM1479623v1	Xanthomonas citri pv. citri		LI070-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEV01								Illumina HiSeq4000		
GCA_014796965.1	ASM1479696v1	Xanthomonas citri pv. citri		LL082-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDU01								Illumina HiSeq4000		
GCF_014796965.1	ASM1479696v1	Xanthomonas citri pv. citri		LL082-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDU01								Illumina HiSeq4000		
GCA_014796985.1	ASM1479698v1	Xanthomonas citri pv. citri		LL082-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDS01								Illumina HiSeq4000		
GCF_014796985.1	ASM1479698v1	Xanthomonas citri pv. citri		LL082-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDS01								Illumina HiSeq4000		
GCA_014797085.1	ASM1479708v1	Xanthomonas citri pv. citri		LM089-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDN01								Illumina HiSeq4000		
GCF_014797085.1	ASM1479708v1	Xanthomonas citri pv. citri		LM089-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDN01								Illumina HiSeq4000		
GCA_014797305.1	ASM1479730v1	Xanthomonas citri pv. citri		LI214-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDA01								Illumina HiSeq4000		
GCF_014797305.1	ASM1479730v1	Xanthomonas citri pv. citri		LI214-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDA01								Illumina HiSeq4000		
GCA_014798025.1	ASM1479802v1	Xanthomonas citri pv. citri		LP035-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBR01								Illumina HiSeq4000		
GCF_014798025.1	ASM1479802v1	Xanthomonas citri pv. citri		LP035-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBR01								Illumina HiSeq4000		
GCA_014794525.1	ASM1479452v1	Xanthomonas citri pv. citri		LM095-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABII01								Illumina HiSeq4000		
GCF_014794525.1	ASM1479452v1	Xanthomonas citri pv. citri		LM095-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABII01								Illumina HiSeq4000		
GCA_014797705.1	ASM1479770v1	Xanthomonas citri pv. citri		LM057-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCG01								Illumina HiSeq4000		
GCF_014797705.1	ASM1479770v1	Xanthomonas citri pv. citri		LM057-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCG01								Illumina HiSeq4000		
GCA_014794495.1	ASM1479449v1	Xanthomonas citri pv. citri		LM097-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIN01								Illumina HiSeq4000		
GCF_014794495.1	ASM1479449v1	Xanthomonas citri pv. citri		LM097-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIN01								Illumina HiSeq4000		
GCA_014794535.1	ASM1479453v1	Xanthomonas citri pv. citri		LM095-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIJ01								Illumina HiSeq4000		
GCF_014794535.1	ASM1479453v1	Xanthomonas citri pv. citri		LM095-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIJ01								Illumina HiSeq4000		
GCA_034545075.1	ASM3454507v1	Xanthomonas citri pv. citri		FL9932						Scaffold	2023-12-22	JAWXPY01	3							Complete Genomics		
GCA_034547655.1	ASM3454765v1	Xanthomonas citri pv. citri		FL8024						Scaffold	2023-12-22	JAWXKZ01	3							Complete Genomics		
GCA_034544715.1	ASM3454471v1	Xanthomonas citri pv. citri		FL9974						Scaffold	2023-12-21	JAWXQN01	3							Complete Genomics		
GCA_034549015.1	ASM3454901v1	Xanthomonas citri pv. citri		FL6641						Scaffold	2023-12-22	JAWXIL01	18							Complete Genomics		
GCA_034551315.1	ASM3455131v1	Xanthomonas citri pv. citri		FL10045						Scaffold	2023-12-22	JAWXDY01	3							Complete Genomics		
GCA_034545135.1	ASM3454513v1	Xanthomonas citri pv. citri		FL9921						Scaffold	2023-12-22	JAWXPU01	5							Complete Genomics		
GCA_034547115.1	ASM3454711v1	Xanthomonas citri pv. citri		FL9182						Scaffold	2023-12-22	JAWXMA01	8							Complete Genomics		
GCA_034546795.1	ASM3454679v1	Xanthomonas citri pv. citri		FL9272						Scaffold	2023-12-22	JAWXMQ01	3							Complete Genomics		
GCA_034549295.1	ASM3454929v1	Xanthomonas citri pv. citri		FL6364						Scaffold	2023-12-22	JAWXHW01	3							Complete Genomics		
GCA_014796345.1	ASM1479634v1	Xanthomonas citri pv. citri		LM088-37					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEQ01								Illumina HiSeq4000		
GCF_014796345.1	ASM1479634v1	Xanthomonas citri pv. citri		LM088-37					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEQ01								Illumina HiSeq4000		
GCA_014798015.1	ASM1479801v1	Xanthomonas citri pv. citri		LP034-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBQ01								Illumina HiSeq4000		
GCF_014798015.1	ASM1479801v1	Xanthomonas citri pv. citri		LP034-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBQ01								Illumina HiSeq4000		
GCA_014794395.1	ASM1479439v1	Xanthomonas citri pv. citri		LJ001-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIU01								Illumina HiSeq4000		
GCF_014794395.1	ASM1479439v1	Xanthomonas citri pv. citri		LJ001-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIU01								Illumina HiSeq4000		
GCA_014797545.1	ASM1479754v1	Xanthomonas citri pv. citri		LJ230-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCQ01								Illumina HiSeq4000		
GCF_014797545.1	ASM1479754v1	Xanthomonas citri pv. citri		LJ230-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCQ01								Illumina HiSeq4000		
GCA_014797625.1	ASM1479762v1	Xanthomonas citri pv. citri		LJ225-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCM01								Illumina HiSeq4000		
GCF_014797625.1	ASM1479762v1	Xanthomonas citri pv. citri		LJ225-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCM01								Illumina HiSeq4000		
GCA_014795945.1	ASM1479594v1	Xanthomonas citri pv. citri		LM358-08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFN01								Illumina HiSeq4000		
GCF_014795945.1	ASM1479594v1	Xanthomonas citri pv. citri		LM358-08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFN01								Illumina HiSeq4000		
GCA_014796095.1	ASM1479609v1	Xanthomonas citri pv. citri		LL174-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFD01								Illumina HiSeq4000		
GCF_014796095.1	ASM1479609v1	Xanthomonas citri pv. citri		LL174-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFD01								Illumina HiSeq4000		
GCA_014796815.1	ASM1479681v1	Xanthomonas citri pv. citri		LL087-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEA01								Illumina HiSeq4000		
GCF_014796815.1	ASM1479681v1	Xanthomonas citri pv. citri		LL087-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEA01								Illumina HiSeq4000		
GCA_034549085.1	ASM3454908v1	Xanthomonas citri pv. citri		FL6596						Scaffold	2023-12-22	JAWXIF01	3							Complete Genomics		
GCA_034548955.1	ASM3454895v1	Xanthomonas citri pv. citri		FL6737						Scaffold	2023-12-22	JAWXIM01	4							Complete Genomics		
GCA_034545695.1	ASM3454569v1	Xanthomonas citri pv. citri		FL9804						Scaffold	2023-12-22	JAWXOV01	5							Complete Genomics		
GCA_034544835.1	ASM3454483v1	Xanthomonas citri pv. citri		FL9970						Scaffold	2023-12-22	JAWXQK01	3							Complete Genomics		
GCA_034544855.1	ASM3454485v1	Xanthomonas citri pv. citri		FL9968						Scaffold	2023-12-22	JAWXQI01	3							Complete Genomics		
GCA_034546415.1	ASM3454641v1	Xanthomonas citri pv. citri		FL9448						Scaffold	2023-12-22	JAWXNJ01	3							Complete Genomics		
GCA_034546715.1	ASM3454671v1	Xanthomonas citri pv. citri		FL9293						Scaffold	2023-12-22	JAWXMV01	3							Complete Genomics		
GCA_034547055.1	ASM3454705v1	Xanthomonas citri pv. citri		FL9187						Scaffold	2023-12-22	JAWXMB01	3							Complete Genomics		
GCA_034547435.1	ASM3454743v1	Xanthomonas citri pv. citri		FL8644						Scaffold	2023-12-22	JAWXLK01	3							Complete Genomics		
GCA_034547555.1	ASM3454755v1	Xanthomonas citri pv. citri		FL8391						Scaffold	2023-12-22	JAWXLG01	3							Complete Genomics		
GCA_034547935.1	ASM3454793v1	Xanthomonas citri pv. citri		FL7870						Scaffold	2023-12-22	JAWXKM01	3							Complete Genomics		
GCA_034548615.1	ASM3454861v1	Xanthomonas citri pv. citri		FL7532						Scaffold	2023-12-22	JAWXJI01	3							Complete Genomics		
GCA_034550575.1	ASM3455057v1	Xanthomonas citri pv. citri		FL1875						Scaffold	2023-12-22	JAWXFJ01	3							Complete Genomics		
GCA_034550895.1	ASM3455089v1	Xanthomonas citri pv. citri		FL1568						Scaffold	2023-12-22	JAWXEV01	4							Complete Genomics		
GCA_034551335.1	ASM3455133v1	Xanthomonas citri pv. citri		FL10039						Scaffold	2023-12-22	JAWXDX01	3							Complete Genomics		
GCA_034551415.1	ASM3455141v1	Xanthomonas citri pv. citri		FL10026						Scaffold	2023-12-22	JAWXDT01	3							Complete Genomics		
GCA_034548535.1	ASM3454853v1	Xanthomonas citri pv. citri		FL7605						Scaffold	2023-12-22	JAWXJN01	3							Complete Genomics		
GCA_034550635.1	ASM3455063v1	Xanthomonas citri pv. citri		FL1857						Scaffold	2023-12-22	JAWXFG01	3							Complete Genomics		
GCA_034544995.1	ASM3454499v1	Xanthomonas citri pv. citri		FL9960						Scaffold	2023-12-22	JAWXQB01	3							Complete Genomics		
GCA_034546535.1	ASM3454653v1	Xanthomonas citri pv. citri		FL9331						Scaffold	2023-12-22	JAWXNC01	3							Complete Genomics		
GCA_034547615.1	ASM3454761v1	Xanthomonas citri pv. citri		FL8061						Scaffold	2023-12-22	JAWXLC01	3							Complete Genomics		
GCA_034547915.1	ASM3454791v1	Xanthomonas citri pv. citri		FL7869						Scaffold	2023-12-22	JAWXKL01	3							Complete Genomics		
GCA_034549135.1	ASM3454913v1	Xanthomonas citri pv. citri		FL6583						Scaffold	2023-12-22	JAWXID01	3							Complete Genomics		
GCA_034550095.1	ASM3455009v1	Xanthomonas citri pv. citri		FL1992						Scaffold	2023-12-22	JAWXGG01	3							Complete Genomics		
GCA_034551195.1	ASM3455119v1	Xanthomonas citri pv. citri		FL10133						Scaffold	2023-12-22	JAWXED01	3							Complete Genomics		
GCA_034546115.1	ASM3454611v1	Xanthomonas citri pv. citri		FL9653						Scaffold	2023-12-22	JAWXNZ01	4							Complete Genomics		
GCA_034548015.1	ASM3454801v1	Xanthomonas citri pv. citri		FL7847						Scaffold	2023-12-22	JAWXKH01	3							Complete Genomics		
GCA_034548495.1	ASM3454849v1	Xanthomonas citri pv. citri		FL7680						Scaffold	2023-12-22	JAWXJR01	3							Complete Genomics		
GCA_034548735.1	ASM3454873v1	Xanthomonas citri pv. citri		FL7114						Scaffold	2023-12-22	JAWXIW01	3							Complete Genomics		
GCA_034550715.1	ASM3455071v1	Xanthomonas citri pv. citri		FL1656						Scaffold	2023-12-22	JAWXFC01	4							Complete Genomics		
GCA_034549235.1	ASM3454923v1	Xanthomonas citri pv. citri		FL6404						Scaffold	2023-12-22	JAWXHY01	4							Complete Genomics		
GCA_034544815.1	ASM3454481v1	Xanthomonas citri pv. citri		FL9971						Scaffold	2023-12-22	JAWXQL01	3							Complete Genomics		
GCA_034545555.1	ASM3454555v1	Xanthomonas citri pv. citri		FL9818						Scaffold	2023-12-22	JAWXPA01	3							Complete Genomics		
GCA_034546235.1	ASM3454623v1	Xanthomonas citri pv. citri		FL9570						Scaffold	2023-12-22	JAWXNQ01	4							Complete Genomics		
GCA_034546295.1	ASM3454629v1	Xanthomonas citri pv. citri		FL9571						Scaffold	2023-12-22	JAWXNR01	3							Complete Genomics		
GCA_034546475.1	ASM3454647v1	Xanthomonas citri pv. citri		FL9409						Scaffold	2023-12-22	JAWXNG01	4							Complete Genomics		
GCA_034547815.1	ASM3454781v1	Xanthomonas citri pv. citri		FL7924						Scaffold	2023-12-22	JAWXKQ01	3							Complete Genomics		
GCA_034550275.1	ASM3455027v1	Xanthomonas citri pv. citri		FL1947						Scaffold	2023-12-22	JAWXFY01	3							Complete Genomics		
GCA_034547795.1	ASM3454779v1	Xanthomonas citri pv. citri		FL7927						Scaffold	2023-12-22	JAWXKS01	3							Complete Genomics		
GCA_014796115.1	ASM1479611v1	Xanthomonas citri pv. citri		LN007-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFC01								Illumina HiSeq4000		
GCF_014796115.1	ASM1479611v1	Xanthomonas citri pv. citri		LN007-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFC01								Illumina HiSeq4000		
GCA_014796325.1	ASM1479632v1	Xanthomonas citri pv. citri		LM088-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABES01								Illumina HiSeq4000		
GCF_014796325.1	ASM1479632v1	Xanthomonas citri pv. citri		LM088-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABES01								Illumina HiSeq4000		
GCA_014798215.1	ASM1479821v1	Xanthomonas citri pv. citri		JJ238-08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBA01								Illumina HiSeq4000		
GCF_014798215.1	ASM1479821v1	Xanthomonas citri pv. citri		JJ238-08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBA01								Illumina HiSeq4000		
GCA_014798265.1	ASM1479826v1	Xanthomonas citri pv. citri		JJ238-09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBB01								Illumina HiSeq4000		
GCF_014798265.1	ASM1479826v1	Xanthomonas citri pv. citri		JJ238-09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBB01								Illumina HiSeq4000		
GCA_014795395.1	ASM1479539v1	Xanthomonas citri pv. citri		JP669					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGO01								Illumina HiSeq4000		
