Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	CheckM completeness	CheckM contamination
GCA_020813195.1	ASM2081319v1	Xanthomonas campestris		NCPPB 4232					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-09	JAJFNI01								Illumina NovaSeq	98.89	3.12
GCF_020813195.1	ASM2081319v1	Xanthomonas campestris		NCPPB 4232					GCF_020813195.1-RS_2024_05_06	Contig	2021-11-09	JAJFNI01								Illumina NovaSeq	98.89	3.12
GCA_003352955.1	ASM335295v1	Xanthomonas campestris		LMC_P25						Scaffold	2018-08-01	QREO01	9							Illumina HiSeq	97.38	2.42
GCF_003352955.1	ASM335295v1	Xanthomonas campestris		LMC_P25					GCF_003352955.1-RS_2024_03_21	Scaffold	2018-08-01	QREO01	9							Illumina HiSeq	97.38	2.42
GCA_003363965.1	ASM336396v1	Xanthomonas campestris		BRE_17						Scaffold	2018-08-07	PUQA01	2							Illumina HiSeq	95.21	2.24
GCF_003363965.1	ASM336396v1	Xanthomonas campestris		BRE_17					GCF_003363965.1-RS_2024_04_10	Scaffold	2018-08-07	PUQA01	2							Illumina HiSeq	95.21	2.24
GCA_003352965.1	ASM335296v1	Xanthomonas campestris		LMC_P11						Scaffold	2018-08-01	QREP01	4							Illumina HiSeq	97.61	2.84
GCF_003352965.1	ASM335296v1	Xanthomonas campestris		LMC_P11					GCF_003352965.1-RS_2024_03_27	Scaffold	2018-08-01	QREP01	4							Illumina HiSeq	97.61	2.84
GCA_003363835.1	ASM336383v1	Xanthomonas campestris		LMC_P73						Scaffold	2018-08-07	PUPO01	6							Illumina HiSeq	96.15	1.97
GCF_003363835.1	ASM336383v1	Xanthomonas campestris		LMC_P73					GCF_003363835.1-RS_2024_05_06	Scaffold	2018-08-07	PUPO01	6							Illumina HiSeq	96.15	1.97
GCA_003352895.1	ASM335289v1	Xanthomonas campestris		NL_P121						Scaffold	2018-08-01	QREN01	9							Illumina HiSeq	97.09	1.5
GCF_003352895.1	ASM335289v1	Xanthomonas campestris		NL_P121					GCF_003352895.1-RS_2024_03_21	Scaffold	2018-08-01	QREN01	9							Illumina HiSeq	97.09	1.5
GCA_003363805.1	ASM336380v1	Xanthomonas campestris		NL_P172						Scaffold	2018-08-07	PUPN01	10							Illumina HiSeq	96.32	2.22
GCF_003363805.1	ASM336380v1	Xanthomonas campestris		NL_P172					GCF_003363805.1-RS_2024_08_07	Scaffold	2018-08-07	PUPN01	10							Illumina HiSeq	96.32	2.22
GCA_003363795.1	ASM336379v1	Xanthomonas campestris		MEDV_P25						Scaffold	2018-08-07	PUPS01	8							Illumina HiSeq	92.54	1.23
GCF_003363795.1	ASM336379v1	Xanthomonas campestris		MEDV_P25					GCF_003363795.1-RS_2024_05_06	Scaffold	2018-08-07	PUPS01	8							Illumina HiSeq	92.54	1.23
GCA_002916725.2	ASM291672v2	Xanthomonas campestris		E1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-08-14	JXYR02	15							Illumina MiSeq	98.54	2.06
GCF_002916725.2	ASM291672v2	Xanthomonas campestris		E1					GCF_002916725.2-RS_2024_05_06	Scaffold	2019-08-14	JXYR02	15							Illumina MiSeq	98.54	2.06
GCA_024808655.1	ASM2480865v1	Xanthomonas campestris		CFBP 7915					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-08-31	JANTYW01	22							Illumina	98.07	2.45
GCF_024808655.1	ASM2480865v1	Xanthomonas campestris		CFBP 7915					GCF_024808655.1-RS_2024_05_12	Scaffold	2022-08-31	JANTYW01	22							Illumina	98.07	2.45
GCA_020812995.1	ASM2081299v1	Xanthomonas campestris		NCPPB 4231					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-09	JAJFNH01								Illumina NovaSeq	98.88	2.43
GCF_020812995.1	ASM2081299v1	Xanthomonas campestris		NCPPB 4231					GCF_020812995.1-RS_2024_05_06	Contig	2021-11-09	JAJFNH01								Illumina NovaSeq	98.88	2.43
GCA_035984485.1	ASM3598448v1	Xanthomonas campestris		F22					Annotation submitted by DOE Joint Genome Institute	Scaffold	2024-01-23	JAYWTG01	33							Illumina	98.74	1.19
GCF_035984485.1	ASM3598448v1	Xanthomonas campestris		F22					GCF_035984485.1-RS_2024_05_06	Scaffold	2024-01-23	JAYWTG01	33							Illumina	98.74	1.19
GCA_035011865.1	ASM3501186v1	Xanthomonas campestris		WHRI 8474					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXJ01								Illumina NovaSeq	99.03	0.92
GCF_035011865.1	ASM3501186v1	Xanthomonas campestris		WHRI 8474					GCF_035011865.1-RS_2024_05_06	Contig	2024-01-03	JAYGXJ01								Illumina NovaSeq	99.03	0.92
GCA_001705825.1	ASM170582v1	Xanthomonas campestris		LMG 8031						Contig	2016-08-17	MBDP01								Illumina MiSeq	98.23	1.14
GCF_001705825.1	ASM170582v1	Xanthomonas campestris		LMG 8031					GCF_001705825.1-RS_2024_05_05	Contig	2016-08-17	MBDP01								Illumina MiSeq	98.23	1.14
GCA_003410215.1	ASM341021v1	Xanthomonas campestris		WHRI8525					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-20	QUZP01	57							Illumina MiSeq	97.77	1.44
GCF_003410215.1	ASM341021v1	Xanthomonas campestris		WHRI8525					GCF_003410215.1-RS_2024_05_06	Scaffold	2018-08-20	QUZP01	57							Illumina MiSeq	97.77	1.44
GCA_003410175.1	ASM341017v1	Xanthomonas campestris		WHRI8473					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-20	QUZO01	47							Illumina MiSeq	97.77	1.44
GCF_003410175.1	ASM341017v1	Xanthomonas campestris		WHRI8473					GCF_003410175.1-RS_2024_05_06	Scaffold	2018-08-20	QUZO01	47							Illumina MiSeq	97.77	1.44
GCA_020812975.1	ASM2081297v1	Xanthomonas campestris		NCPPB 2345					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-09	JAJFND01								Illumina NovaSeq	97.77	1.44
GCF_020812975.1	ASM2081297v1	Xanthomonas campestris		NCPPB 2345					GCF_020812975.1-RS_2024_05_06	Contig	2021-11-09	JAJFND01								Illumina NovaSeq	97.77	1.44
GCA_000834675.1	ASM83467v1	Xanthomonas campestris		LMCP11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-02-09	JXQP01								Illumina HiSeq	98.3	2.79
GCF_000834675.1	ASM83467v1	Xanthomonas campestris		LMCP11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-02-09	JXQP01								Illumina HiSeq	98.3	2.79
GCA_035011605.1	ASM3501160v1	Xanthomonas campestris		WHRI 10038					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXG01								Illumina NovaSeq	97.77	1.14
GCF_035011605.1	ASM3501160v1	Xanthomonas campestris		WHRI 10038					GCF_035011605.1-RS_2024_05_12	Contig	2024-01-03	JAYGXG01								Illumina NovaSeq	97.77	1.14
GCA_035011545.1	ASM3501154v1	Xanthomonas campestris		WHRI 10039					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXF01								Illumina NovaSeq	97.77	1.44
GCF_035011545.1	ASM3501154v1	Xanthomonas campestris		WHRI 10039					GCF_035011545.1-RS_2024_05_06	Contig	2024-01-03	JAYGXF01								Illumina NovaSeq	97.77	1.44
GCA_040195195.1	ASM4019519v1	Xanthomonas campestris		WHRI 10219D					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVZ01	59							Illumina NovaSeq	97.77	1.44
GCF_040195195.1	ASM4019519v1	Xanthomonas campestris		WHRI 10219D					GCF_040195195.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVZ01	59							Illumina NovaSeq	97.77	1.44
GCA_035011525.1	ASM3501152v1	Xanthomonas campestris		WHRI 10028A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXB01								Illumina NovaSeq	97.77	1.44
GCF_035011525.1	ASM3501152v1	Xanthomonas campestris		WHRI 10028A					GCF_035011525.1-RS_2024_05_12	Contig	2024-01-03	JAYGXB01								Illumina NovaSeq	97.77	1.44
GCA_028580835.1	ASM2858083v1	Xanthomonas campestris		22-295					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-02-09	JANWUP01	56							Illumina MiniSeq	98.73	3.63
GCF_028580835.1	ASM2858083v1	Xanthomonas campestris		22-295					GCF_028580835.1-RS_2024_05_12	Scaffold	2023-02-09	JANWUP01	56							Illumina MiniSeq	98.73	3.63
GCA_035011745.1	ASM3501174v1	Xanthomonas campestris		WHRI 10027B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXA01								IlluminaNovaSeq	97.77	1.44
GCF_035011745.1	ASM3501174v1	Xanthomonas campestris		WHRI 10027B					GCF_035011745.1-RS_2024_05_06	Contig	2024-01-03	JAYGXA01								IlluminaNovaSeq	97.77	1.44
GCA_014839145.1	ASM1483914v1	Xanthomonas campestris		CFBP8782					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-10-02	JACYNH01	103							DNB-Seq	98.94	0.8
GCF_014839145.1	ASM1483914v1	Xanthomonas campestris		CFBP8782					GCF_014839145.1-RS_2024_05_12	Scaffold	2020-10-02	JACYNH01	103							DNB-Seq	98.94	0.8
GCA_040194735.1	ASM4019473v1	Xanthomonas campestris		WHRI 10254					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWW01	58							Illumina NovaSeq	97.77	1.44
GCF_040194735.1	ASM4019473v1	Xanthomonas campestris		WHRI 10254					GCF_040194735.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWW01	58							Illumina NovaSeq	97.77	1.44
GCA_040194775.1	ASM4019477v1	Xanthomonas campestris		WHRI 10252					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWU01	59							Illumina NovaSeq	97.77	1.44
GCF_040194775.1	ASM4019477v1	Xanthomonas campestris		WHRI 10252					GCF_040194775.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWU01	59							Illumina NovaSeq	97.77	1.44
GCA_035011665.1	ASM3501166v1	Xanthomonas campestris		WHRI 10037					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXH01								Illumina NovaSeq	97.77	1.44
GCF_035011665.1	ASM3501166v1	Xanthomonas campestris		WHRI 10037					GCF_035011665.1-RS_2024_05_06	Contig	2024-01-03	JAYGXH01								Illumina NovaSeq	97.77	1.44
GCA_020812955.1	ASM2081295v1	Xanthomonas campestris		NCPPB 4037					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-09	JAJFNC01								Illumina NovaSeq	98.56	3.54
GCF_020812955.1	ASM2081295v1	Xanthomonas campestris		NCPPB 4037					GCF_020812955.1-RS_2024_05_06	Contig	2021-11-09	JAJFNC01								Illumina NovaSeq	98.56	3.54
GCA_035011625.1	ASM3501162v1	Xanthomonas campestris		WHRI 8476					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXM01								Illumina NovaSeq	97.77	1.44
GCF_035011625.1	ASM3501162v1	Xanthomonas campestris		WHRI 8476					GCF_035011625.1-RS_2024_05_12	Contig	2024-01-03	JAYGXM01								Illumina NovaSeq	97.77	1.44
GCA_040194855.1	ASM4019485v1	Xanthomonas campestris		WHRI 10256					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWY01	62							Illumina NovaSeq	97.77	1.44
GCF_040194855.1	ASM4019485v1	Xanthomonas campestris		WHRI 10256					GCF_040194855.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWY01	62							Illumina NovaSeq	97.77	1.44
GCA_035011565.1	ASM3501156v1	Xanthomonas campestris		WHRI 8477					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXL01								Illumina NovaSeq	97.77	1.44
GCF_035011565.1	ASM3501156v1	Xanthomonas campestris		WHRI 8477					GCF_035011565.1-RS_2024_05_12	Contig	2024-01-03	JAYGXL01								Illumina NovaSeq	97.77	1.44
GCA_040195155.1	ASM4019515v1	Xanthomonas campestris		WHRI 10067B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVS01	61							Illumina NovaSeq	97.77	1.44
GCF_040195155.1	ASM4019515v1	Xanthomonas campestris		WHRI 10067B					GCF_040195155.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVS01	61							Illumina NovaSeq	97.77	1.44
GCA_040195245.1	ASM4019524v1	Xanthomonas campestris		WHRI 10069B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVW01	57							Illumina NovaSeq	97.77	1.44
GCF_040195245.1	ASM4019524v1	Xanthomonas campestris		WHRI 10069B					GCF_040195245.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVW01	57							Illumina NovaSeq	97.77	1.44
GCA_020813055.1	ASM2081305v1	Xanthomonas campestris		NCPPB 2918					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-09	JAJFMZ01								Illumina NovaSeq	98.52	1.24
GCF_020813055.1	ASM2081305v1	Xanthomonas campestris		NCPPB 2918					GCF_020813055.1-RS_2024_05_06	Contig	2021-11-09	JAJFMZ01								Illumina NovaSeq	98.52	1.24
GCA_003410225.1	ASM341022v1	Xanthomonas campestris		WHRI8481					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-20	QUZR01								Illumina MiSeq	98.41	1.26
GCF_003410225.1	ASM341022v1	Xanthomonas campestris		WHRI8481					GCF_003410225.1-RS_2024_05_06	Contig	2018-08-20	QUZR01								Illumina MiSeq	98.41	1.26
GCA_040195275.1	ASM4019527v1	Xanthomonas campestris		WHRI 10219C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVY01	60							Illumina NovaSeq	97.77	1.44
GCF_040195275.1	ASM4019527v1	Xanthomonas campestris		WHRI 10219C					GCF_040195275.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVY01	60							Illumina NovaSeq	97.77	1.44
GCA_040195295.1	ASM4019529v1	Xanthomonas campestris		WHRI 10068A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVT01	61							Illumina NovaSeq	97.77	1.44
GCF_040195295.1	ASM4019529v1	Xanthomonas campestris		WHRI 10068A					GCF_040195295.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVT01	61							Illumina NovaSeq	97.77	1.44
GCA_040195235.1	ASM4019523v1	Xanthomonas campestris		WHRI 10068B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVU01	60							Illumina NovaSeq	97.77	1.44
GCF_040195235.1	ASM4019523v1	Xanthomonas campestris		WHRI 10068B					GCF_040195235.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVU01	60							Illumina NovaSeq	97.77	1.44
GCA_035011285.1	ASM3501128v1	Xanthomonas campestris		WHRI 10046					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXD01								Illumina NovaSeq	97.77	1.44
GCF_035011285.1	ASM3501128v1	Xanthomonas campestris		WHRI 10046					GCF_035011285.1-RS_2024_05_12	Contig	2024-01-03	JAYGXD01								Illumina NovaSeq	97.77	1.44
GCA_030361605.2	ASM3036160v2	Xanthomonas campestris		XRE1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLI02								Illumina NovaSeq	98.98	0.97
GCF_030361605.2	ASM3036160v2	Xanthomonas campestris		XRE1					GCF_030361605.2-RS_2024_09_03	Contig	2024-09-02	JAUBLI02								Illumina NovaSeq	98.98	0.97
GCA_035011785.1	ASM3501178v1	Xanthomonas campestris		WHRI 10044					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXE01								Illumina NovaSeq	97.77	1.44
GCF_035011785.1	ASM3501178v1	Xanthomonas campestris		WHRI 10044					GCF_035011785.1-RS_2024_05_12	Contig	2024-01-03	JAYGXE01								Illumina NovaSeq	97.77	1.44
GCA_040195135.1	ASM4019513v1	Xanthomonas campestris		WHRI 10219A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVX01	63							Illumina NovaSeq	97.77	1.44
GCF_040195135.1	ASM4019513v1	Xanthomonas campestris		WHRI 10219A					GCF_040195135.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVX01	63							Illumina NovaSeq	97.77	1.44
GCA_040195095.1	ASM4019509v1	Xanthomonas campestris		WHRI 10226					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWE01	60							Illumina NovaSeq	97.77	1.44
GCF_040195095.1	ASM4019509v1	Xanthomonas campestris		WHRI 10226					GCF_040195095.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWE01	60							Illumina NovaSeq	97.77	1.44
GCA_035011765.1	ASM3501176v1	Xanthomonas campestris		WHRI 8963					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGXC01								Illumina NovaSeq	98.58	1.21
GCF_035011765.1	ASM3501176v1	Xanthomonas campestris		WHRI 8963					GCF_035011765.1-RS_2024_05_12	Contig	2024-01-03	JAYGXC01								Illumina NovaSeq	98.58	1.21
GCA_040194495.1	ASM4019449v1	Xanthomonas campestris		WHRI 8482					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFXH01	60							Illumina NovaSeq	97.77	1.14
GCF_040194495.1	ASM4019449v1	Xanthomonas campestris		WHRI 8482					GCF_040194495.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFXH01	60							Illumina NovaSeq	97.77	1.14
GCA_040195335.1	ASM4019533v1	Xanthomonas campestris		WHRI 10069A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVV01	60							Illumina NovaSeq	97.77	1.44
GCF_040195335.1	ASM4019533v1	Xanthomonas campestris		WHRI 10069A					GCF_040195335.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVV01	60							Illumina NovaSeq	97.77	1.44
GCA_040195075.1	ASM4019507v1	Xanthomonas campestris		WHRI 10221					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWA01	61							Illumina NovaSeq	97.77	1.44
GCF_040195075.1	ASM4019507v1	Xanthomonas campestris		WHRI 10221					GCF_040195075.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWA01	61							Illumina NovaSeq	97.77	1.44
GCA_020178995.1	ASM2017899v1	Xanthomonas campestris		HWA1						Contig	2021-09-29	JAHWCW01								Illumina HiSeq	97.56	1.99
GCF_020178995.1	ASM2017899v1	Xanthomonas campestris		HWA1					GCF_020178995.1-RS_2024_05_06	Contig	2021-09-29	JAHWCW01								Illumina HiSeq	97.56	1.99
GCA_020813085.1	ASM2081308v1	Xanthomonas campestris		NCPPB 3884					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-09	JAJFMY01								Illumina NovaSeq	98.48	1.24
GCF_020813085.1	ASM2081308v1	Xanthomonas campestris		NCPPB 3884					GCF_020813085.1-RS_2024_05_06	Contig	2021-11-09	JAJFMY01								Illumina NovaSeq	98.48	1.24
GCA_020813155.1	ASM2081315v1	Xanthomonas campestris		NCPPB 3883					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-09	JAJFMX01								Illumina NovaSeq	98.1	1.16
GCF_020813155.1	ASM2081315v1	Xanthomonas campestris		NCPPB 3883					GCF_020813155.1-RS_2024_05_06	Contig	2021-11-09	JAJFMX01								Illumina NovaSeq	98.1	1.16
GCA_040194595.1	ASM4019459v1	Xanthomonas campestris		WHRI 10231C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWL01	64							Illumina NovaSeq	98.76	1.44
GCF_040194595.1	ASM4019459v1	Xanthomonas campestris		WHRI 10231C					GCF_040194595.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWL01	64							Illumina NovaSeq	98.76	1.44
GCA_030361545.2	ASM3036154v2	Xanthomonas campestris		XRE5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLH02								Illumina NovaSeq	99.06	0.97
GCF_030361545.2	ASM3036154v2	Xanthomonas campestris		XRE5					GCF_030361545.2-RS_2024_09_03	Contig	2024-09-02	JAUBLH02								Illumina NovaSeq	99.06	0.97
GCA_040194935.1	ASM4019493v1	Xanthomonas campestris		WHRI 10231A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWJ01	58							Illumina NovaSeq	98.79	1.44
GCF_040194935.1	ASM4019493v1	Xanthomonas campestris		WHRI 10231A					GCF_040194935.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWJ01	58							Illumina NovaSeq	98.79	1.44
GCA_040195355.1	ASM4019535v1	Xanthomonas campestris		WHRI 10066B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVQ01	62							Illumina NovaSeq	98.79	1.5
GCF_040195355.1	ASM4019535v1	Xanthomonas campestris		WHRI 10066B					GCF_040195355.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVQ01	62							Illumina NovaSeq	98.79	1.5
GCA_035011805.1	ASM3501180v1	Xanthomonas campestris		WHRI 3777A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGWX01								IlluminaNovaSeq	97.77	1.14
GCF_035011805.1	ASM3501180v1	Xanthomonas campestris		WHRI 3777A					GCF_035011805.1-RS_2024_05_12	Contig	2024-01-03	JAYGWX01								IlluminaNovaSeq	97.77	1.14
GCA_040195315.1	ASM4019531v1	Xanthomonas campestris		WHRI 10067A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVR01	64							Illumina NovaSeq	97.77	1.44
GCF_040195315.1	ASM4019531v1	Xanthomonas campestris		WHRI 10067A					GCF_040195315.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVR01	64							Illumina NovaSeq	97.77	1.44
GCA_041520805.1	ASM4152080v1	Xanthomonas campestris		WHRI 10268					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-08-27	JBGOFV01								Illumina MiSeq	97.68	1.5
GCF_041520805.1	ASM4152080v1	Xanthomonas campestris		WHRI 10268					GCF_041520805.1-RS_2024_08_28	Contig	2024-08-27	JBGOFV01								Illumina MiSeq	97.68	1.5
GCA_040195035.1	ASM4019503v1	Xanthomonas campestris		WHRI 10230					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWI01	66							Illumina NovaSeq	98.64	0.95
GCF_040195035.1	ASM4019503v1	Xanthomonas campestris		WHRI 10230					GCF_040195035.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWI01	66							Illumina NovaSeq	98.64	0.95
GCA_040195055.1	ASM4019505v1	Xanthomonas campestris		WHRI 10229					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWH01	71							Illumina NovaSeq	98.64	0.95
GCF_040195055.1	ASM4019505v1	Xanthomonas campestris		WHRI 10229					GCF_040195055.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWH01	71							Illumina NovaSeq	98.64	0.95
GCA_040194995.1	ASM4019499v1	Xanthomonas campestris		WHRI 10244A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWM01	66							Illumina NovaSeq	99.4	1.21
GCF_040194995.1	ASM4019499v1	Xanthomonas campestris		WHRI 10244A					GCF_040194995.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWM01	66							Illumina NovaSeq	99.4	1.21
GCA_040194915.1	ASM4019491v1	Xanthomonas campestris		WHRI 10247					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWP01	69							Illumina NovaSeq	99.4	1.21
GCF_040194915.1	ASM4019491v1	Xanthomonas campestris		WHRI 10247					GCF_040194915.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWP01	69							Illumina NovaSeq	99.4	1.21
GCA_020813175.1	ASM2081317v1	Xanthomonas campestris		NCPPB 2586					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-09	JAJFMU01								Illumina NovaSeq	98.27	2.21
GCF_020813175.1	ASM2081317v1	Xanthomonas campestris		NCPPB 2586					GCF_020813175.1-RS_2024_05_06	Contig	2021-11-09	JAJFMU01								Illumina NovaSeq	98.27	2.21
GCA_040194575.1	ASM4019457v1	Xanthomonas campestris		WHRI 10253					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWV01	65							Illumina NovaSeq	97.77	1.44
GCF_040194575.1	ASM4019457v1	Xanthomonas campestris		WHRI 10253					GCF_040194575.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWV01	65							Illumina NovaSeq	97.77	1.44
GCA_040194955.1	ASM4019495v1	Xanthomonas campestris		WHRI 10246					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWO01	68							Illumina NovaSeq	99.4	1.21
GCF_040194955.1	ASM4019495v1	Xanthomonas campestris		WHRI 10246					GCF_040194955.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWO01	68							Illumina NovaSeq	99.4	1.21
GCA_035012945.1	ASM3501294v1	Xanthomonas campestris		WHRI 8864					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYGQC01								IlluminaNovaSeq	98.96	1.25
GCF_035012945.1	ASM3501294v1	Xanthomonas campestris		WHRI 8864					GCF_035012945.1-RS_2024_05_12	Contig	2024-01-03	JAYGQC01								IlluminaNovaSeq	98.96	1.25
GCA_040194745.1	ASM4019474v1	Xanthomonas campestris		WHRI 10231B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWK01	58							Illumina NovaSeq	98.94	1.44
GCF_040194745.1	ASM4019474v1	Xanthomonas campestris		WHRI 10231B					GCF_040194745.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWK01	58							Illumina NovaSeq	98.94	1.44
GCA_040195115.1	ASM4019511v1	Xanthomonas campestris		WHRI 10228					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFWG01	77							Illumina NovaSeq	99.27	0.84
GCF_040195115.1	ASM4019511v1	Xanthomonas campestris		WHRI 10228					GCF_040195115.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFWG01	77							Illumina NovaSeq	99.27	0.84
